url,image,name
fullnews.php?news=2090,,РАЗОМ ДО ПЕРЕМОГИ! З ФОНДУ ПІДТРИМКИ ВОЇНІВ ЗСУ ВИДІЛЯТЬ КОШТИ ДЛЯ РЕМОНТУ АВТО НА ФРОНТ
,images/news/2088_1.jpg,""
fullnews.php?news=2088,,ЧЕРКАСЬКИЙ ДЕРЖАВНИЙ БІЗНЕС-КОЛЕДЖ УВІЙШОВ ДО 12  НАЙКРАЩИХ КОЛЕДЖІВ УКРАЇНИ ЗА РЕЗУЛЬТАТАМИ НАЦІОНАЛЬНОГО МУЛЬТИПРЕДМЕТНОГО ТЕСТУ
,images/news/2089_1.jpg,""
fullnews.php?news=2089,, Збір коштів на машину для військових
,images/news/2086_1.jpg,""
fullnews.php?news=2086,,РЕЗУЛЬТАТИ КОНКУРСНОГО ВІДБОРУ СТУДЕНТІВ ДЛЯ ПРОГРАМИ АКАДЕМІЧНОЇ МОБІЛЬНОСТІ «ЕРАЗМУС+»
,images/news/2087_1.jpg,""
fullnews.php?news=2087,,СПОРТИВНІ ЗМАГАННЯ І-ГО КУРСУ
,images/news/2085_1.jpg,""
fullnews.php?news=2085,,Вітаємо!
,images/news/2084_1.jpg,""
fullnews.php?news=2084,,РОЗШИРЕНЕ ЗАСІДАННЯ СТУДЕНТСЬКОЇ РАДИ
,images/news/2083_1.jpg,""
fullnews.php?news=2083,,Міжнародний рейтинг UniRank University Ranking
,images/news/2081_1.jpg,""
fullnews.php?news=2081,,ДЕНЬ ЗНАНЬ У ЧЕРКАСЬКОМУ ДЕРЖАВНОМУ БІЗНЕС-КОЛЕДЖІ
,images/news/2082_1.jpg,""
fullnews.php?news=2082,,ВІТАЄМО З ПОДЯКАМИ ВЕРХОВНОЇ РАДИ УКРАЇНИ!
,images/news/2076_1.jpg,""
fullnews.php?news=2076,,ВСТУП - 2023. ПІДСУМКИ
,images/news/2078_1.jpg,""
fullnews.php?news=2078,,"363 ТИС ГРН – МІСЯЧНИЙ СТИПЕНДІАЛЬНИЙ ФОНД 
ЧДБК У СЕРПНІ"
,images/news/2079_1.jpg,""
fullnews.php?news=2079,,ЗУСТРІЧ КУРАТОРІВ З ПЕРШОКУРСНИКАМИ ЧЕРКАСЬКОГО ДЕРЖАВНОГО БІЗНЕС-КОЛЕДЖУ
,images/news/2080_1.jpg,""
fullnews.php?news=2080,,"102 СТУДЕНТИ-ПЕРШОКУРСНИКИ - НОВІ СТИПЕНДІАТИ  
ЧЕРКАСЬКОГО ДЕРЖАВНОГО БІЗНЕС-КОЛЕДЖУ. ВІТАЄМО!"
,images/news/2073_1.jpg,""
fullnews.php?news=2073,,ВІТАЄМО ДИРЕКТОРА З ПОЧЕСНОЮ НАГОРОДОЮ
,images/news/2074_1.jpg,""
fullnews.php?news=2074,,До відома студентам-першокурсникам!  
,images/news/2075_1.jpg,""
fullnews.php?news=2075,,Запрошуємо на урочистості до Дня знань!
,images/news/2077_1.jpg,""
fullnews.php?news=2077,,ВІТАЄМО КОЛЕГ З ВІДЗНАКАМИ МІСЬКОГО ГОЛОВИ
,images/news/2068_1.jpg,""
fullnews.php?news=2068,,ВІТАЄМО З ОТРИМАННЯМ ПОДЯКИ МІСЬКОГО ГОЛОВИ МІСТА ЧЕРКАСИ 
,images/news/2069_1.jpg,""
fullnews.php?news=2069,,"ОГОЛОШЕНО КОНКУРС НА МІСЦЯ, ЩО ФІНАНСУЮТЬСЯ ЗА РАХУНОК КОШТІВ ОБЛАСНОГО БЮДЖЕТУ"
,images/news/2070_1.jpg,""
fullnews.php?news=2070,,ВІТАЄМО З ВІДЗНАКАМИ ЧЕРКАСЬКОГО ДЕРЖАВНОГО БІЗНЕС-КОЛЕДЖУ
,images/news/2071_1.jpg,""
fullnews.php?news=2071,,ВІТАЄМО КОЛЕГ З ВРУЧЕННЯМ ПОЧЕСНИХ ВІДЗНАК ПРОФСПІЛКИ
,images/news/2072_1.jpg,""
fullnews.php?news=2072,,ВІТАЄМО З ОТРИМАННЯМ ПОЧЕСНИХ НАГОРОД З НАГОДИ ДНЯ НЕЗАЛЕЖНОСТІ УКРАЇНИ
,images/news/2067_1.jpg,""
fullnews.php?news=2067,,ПРИВІТАННЯ ДИРЕКТОРА З ДНЕМ ДЕРЖАВНОГО ПРАПОРА ТА НЕЗАЛЕЖНОСТІ УКРАЇНИ
,images/news/2066_1.jpg,""
fullnews.php?news=2066,,КОНКУРС НА ОТРИМАННЯ СТИПЕНДІЙ НА НАВЧАННЯ В РАМКАХ ПРОГРАМИ ЄС«ЕРАЗМУС+» 
,images/news/2065_1.jpg,""
fullnews.php?news=2065,,НАКАЗ ПРО ЗАРАХУВАННЯ НА НАВЧАННЯ (НА БАЗІ ПЗСО) ЗА СПЕЦІАЛЬНОСТЯМИ ЗА КОШТИ ФІЗИЧНИХ ТА/АБО ЮРИДИЧНИХ ОСІБ
,images/news/2062_1.jpg,""
fullnews.php?news=2062,,ВСТУП 2023 (на основі диплому фахового молодшого бакалавра/мол. спеціаліста). ПІДСУМКИ. 
,images/news/2063_1.jpg,""
fullnews.php?news=2063,,Черкаський державний бізнес-коледж увійшов в трійку кращих коледжів України!
,images/news/2064_1.jpg,""
fullnews.php?news=2064,,НАКАЗ ПРО ЗАРАХУВАННЯ НА НАВЧАННЯ (НА БАЗІ ПЗСО) ЗА СПЕЦІАЛЬНОСТЯМИ ЗА ДЕРЖАВНИМ (РЕГІОНАЛЬНИМ) ЗАМОВЛЕННЯМ
,images/news/2060_1.jpg,""
fullnews.php?news=2060,,"НАКАЗ ПРО ЗАРАХУВАННЯ СТУДЕНТІВ ДЛЯ ЗДОБУТТЯ ОС "" БАКАЛАВР"" ЗА СПЕЦІАЛЬНОСТЯМИ ЗА КОШТИ ФІЗИЧНИХ ТА/АБО ЮРИДИЧНИХ ОСІБ"
,images/news/2061_1.jpg,""
fullnews.php?news=2061,,"НАКАЗ ПРО ЗАРАХУВАННЯ СТУДЕНТІВ ДЛЯ ЗДОБУТТЯ ОС ""МОЛОДШИЙ  БАКАЛАВР"" ЗА СПЕЦІАЛЬНОСТЯМИ ЗА КОШТИ ФІЗИЧНИХ ТА/АБО ЮРИДИЧНИХ ОСІБ"
,images/news/2059_1.jpg,""
fullnews.php?news=2059,,ЧЕТВЕРО СТУДЕНТІВ ЧДБК ПРИСТУПИЛИ ДО НАВЧАННЯ В США
,images/news/2054_1.jpg,""
fullnews.php?news=2054,,"Рейтинговий список студентів для здобуття ОС «МОЛОДШИЙ БАКАЛАВР» ОС «бакалавр»
 
"
,images/news/2057_1.jpg,""
fullnews.php?news=2057,,"НАКАЗ ПРО ЗАРАХУВАННЯ СТУДЕНТІВ ДЛЯ ЗДОБУТТЯ ОС ""БАКАЛАВР"" ЗА СПЕЦІАЛЬНОСТЯМИ ЗА КОШТИ ДЕРЖАВНОГО ТА/АБО РЕГІОНАЛЬНОГО ЗАМОВЛЕННЯ
"
,images/news/2058_1.jpg,""
fullnews.php?news=2058,,"НАКАЗ ПРО ЗАРАХУВАННЯ СТУДЕНТІВ ДЛЯ ЗДОБУТТЯ ОС ""МОЛОДШИЙ БАКАЛАВР"" ЗА СПЕЦІАЛЬНОСТЯМИ ЗА КОШТИ ДЕРЖАВНОГО ТА/АБО РЕГІОНАЛЬНОГО ЗАМОВЛЕННЯ"
,images/news/2056_1.jpg,""
fullnews.php?news=2056,,ВСТУП - 2023 (на базі 9 кл.). Підсумки
,images/news/2053_1.jpg,""
fullnews.php?news=2053,,Наказ про зарахування на навчання (НА БАЗІ БСО) за спеціальностями за кошти фізичних та/або юридичних осіб
,images/news/2055_1.jpg,""
fullnews.php?news=2055,,"Рейтинговий список студентів (на основі ПЗСО) для здобуття ОПС «фаховий молодший бакалавр» 
"
,images/news/2052_1.jpg,""
fullnews.php?news=2052,,Наказ про зарахування на навчання (НА БАЗІ БСО) за спеціальностями за державним (регіональним) замовленням
,images/news/2049_1.jpg,""
fullnews.php?news=2049,,ЗВІТ ПРО КІЛЬКІСТЬ ЗАРЕЄСТРОВАНИХ ЗАЯВ
,images/news/2050_1.jpg,""
fullnews.php?news=2050,, РЕЙТИНГИ ВСТУПНОГО ВИПРОБУВАННЯ (НА БАЗІ БСО) на 26.07.23
,images/news/2051_1.jpg,""
fullnews.php?news=2051,," ГАЗЕТА КАБІНЕТУ МІНІСТРІВ УКРАЇНИ ""УРЯДОВИЙ КУР`ЄР» ПРО НАС!"
,images/news/2048_1.jpg,""
fullnews.php?news=2048,,ВСТУП 2023 (на базі 9 кл.).
,images/news/2047_1.jpg,""
fullnews.php?news=2047,,"ВІДОМІСТЬ   ВСТУПНОГО ВИПРОБУВАННЯ (ОС  ""БАКАЛАВР"" та ОС  ""МОЛОДШИЙ БАКАЛАВР "")"
,images/news/2046_1.jpg,""
fullnews.php?news=2046,,ВІДОМІСТЬ ТА РЕЙТИНГИ ВСТУПНОГО ВИПРОБУВАННЯ (НА БАЗІ БАЗОВОЇ СЕРЕДНЬОЇ ОСВІТИ)
,images/news/2028_1.jpg,""
fullnews.php?news=2028,,ОСОБИСТИЙ ЕЛЕКТРОННИЙ КАБІНЕТ ВСТУПНИКА
,images/news/2045_1.jpg,""
fullnews.php?news=2045,,продовжено термін прийняття заяв від вступників на основі базової середньої освіти
,images/news/2042_1.jpg,""
fullnews.php?news=2042,,ЗВІТ ПРО КІЛЬКІСТЬ ЗАРЕЄСТРОВАНИХ ЗАЯВ
,images/news/2044_1.jpg,""
fullnews.php?news=2044,,дизайн: Розширення ліцензійного обсягу
,images/news/2043_1.jpg,""
fullnews.php?news=2043,,ЧЕРКАСЬКА ОБЛАСНА ВІЙСЬКОВА АДМІНІСТРАЦІЯ ПРО НАС
,images/news/2040_1.jpg,""
fullnews.php?news=2040,,"Вітаємо з отриманням
Почесної грамоти Черкаської обласної військової адміністрації
"
,images/news/2041_1.jpg,""
fullnews.php?news=2041,,ЗАТВЕРДЖЕНО ПЛАНОВІ ОБСЯГИ РЕГІОНАЛЬНОГО ЗАМОВЛЕННЯ
,images/news/2037_1.jpg,""
fullnews.php?news=2037,,"ВІТАЄМО СТУДЕНТІВ З ОТРИМАННЯМ ГРАНТУ 
ЗА ПРОГРАМОЮ «ІНІЦІАТИВА МІСЦЕВИХ КОЛЕДЖІВ» ВІД ДЕРЖДЕПУ США
"
,images/news/2038_1.jpg,""
fullnews.php?news=2038,,Приймальна комісія
,images/news/2039_1.jpg,""
fullnews.php?news=2039,,"Зустріч  начальника Черкаської ОВА зі студентами - 
переможцями програми «Ініціатива місцевих коледжів»,
 Державного департаменту США
"
,images/news/2034_1.jpg,""
fullnews.php?news=2034,,ВІТАЄМО З НАЙВИЩИМИ БАЛАМИ З НМТ З ІСТОРІЇ УКРАЇНИ
,images/news/2035_1.jpg,""
fullnews.php?news=2035,,"542 842 ГРН - МІСЯЧНИЙ СТИПЕНДІАЛЬНИЙ ФОНД ЧДБК У ЧЕРВНІ 
"
,images/news/2036_1.jpg,""
fullnews.php?news=2036,,ЗАСІДАННЯ ВЧЕНОЇ РАДИ
,images/news/2025_1.jpg,""
fullnews.php?news=2025,,ПРИВІТАННЯ ДИРЕКТОРА З ВИПУСКОМ 2023
,images/news/2030_1.jpg,""
fullnews.php?news=2030,,ВІТАЄМО АННУ ЖИГАЛО З НАГОРОДЖЕННЯМ ЗОЛОТОЮ МЕДАЛЛЮ «ЗА ВИСОКІ ДОСЯГНЕННЯ У НАВЧАННІ»
,images/news/2031_1.jpg,""
fullnews.php?news=2031,,ВІТАЄМО СТУДЕНТІВ-АЙТІВЦІВ З ВИПУСКОМ 2023!
,images/news/2032_1.jpg,""
fullnews.php?news=2032,,"ВІТАЄМО БАКАЛАВРІВ, 
ЯКІ НАВЧАЛИСЯ У ЄС ТА США З ВИПУСКОМ 2023!
"
,images/news/2033_1.jpg,""
fullnews.php?news=2033,,ВІТАЄМО ДИЗАЙНЕРІВ-ВИПУСКНИКІВ!
,images/news/2027_1.jpg,""
fullnews.php?news=2027,,ВИПУСК БАКАЛАВРІВ 2023
,images/news/2029_1.jpg,""
fullnews.php?news=2029,,ВИПУСК 2023 ФАХОВИХ МОЛОДШИХ БАКАЛАВРІВ ТА МОЛОДШИХ СПЕЦІАЛІСТІВ
,images/news/2026_1.jpg,""
fullnews.php?news=2026,,Вступ для здобуття  ОС «бакалавр» та  ОС «Молодший бакалавр»
,images/news/2024_1.jpg,""
fullnews.php?news=2024,,"ВІТАЄМО З УСПІШНОЮ АКРЕДИТАЦІЄЮ ОСВІТНЬОЇ ПРОГРАМИ КОМП’ЮТЕРНА ІНЖЕНЕРІЯ БАКАЛАВРСЬКОГО РІВНЯ!
"
,images/news/1319_1.jpg,""
fullnews.php?news=1319,,СТУДЕНТИ ЗМОЖУТЬ НАВЧАТИСЯ У ЄВРОПІ
,images/news/2022_1.jpg,""
fullnews.php?news=2022,,ЗУСТРІЧ З ПРЕДСТАВНИКАМИ ТЕРИТОРІАЛЬНОГО ЦЕНТРУ КОМПЛЕКТУВАННЯ ТА СОЦІАЛЬНОЇ ПІДТРИМКИ
,images/news/2023_1.jpg,""
fullnews.php?news=2023,,Закінчуєте 9-й клас і хочете вступати до ЧДБК?
,images/news/2021_1.jpg,""
fullnews.php?news=2021,,"РЕКОНСТРУКЦІЯ БІЗНЕС-КОЛЕДЖУ: ДОСТРОКОВО ЗАВЕРШЕНО ПЛАНОВИЙ КАПІТАЛЬНИЙ РЕМОНТ ФАСАДУ, ПОКРІВЛІ ТА РОБІТ З УТЕПЛЕННЯ"
,images/news/2020_1.jpg,""
fullnews.php?news=2020,,ЗАСІДАННЯ ВЧЕНОЇ РАДИ
,images/news/2017_1.jpg,""
fullnews.php?news=2017,,ПОДЯКА ВІДДІЛЕННЮ ДИЗАЙНУ ЗА ХУДОЖНЄ ОФОРМЛЕННЯ БУДИНКУ ДИТИНИ
,images/news/2018_1.jpg,""
fullnews.php?news=2018,,НАУКОВО-ПРАКТИЧНИЙ СЕМІНАР «СУЧАСНІ ЦИФРОВІ ТЕХНОЛОГІЇ У ВИКЛАДАЦЬКІЙ ДІЯЛЬНОСТІ: ПРАКТИЧНИЙ ДОСВІД ЗАСТОСУВАННЯ»
,images/news/2019_1.jpg,""
fullnews.php?news=2019,,З ФОНДУ ПІДТРИМКИ ВОЇНІВ ЗСУ ВИДІЛИЛИ ЧЕРГОВУ ДОПОМОГУ ВІЙСЬКОВИМ
,images/news/2015_1.jpg,""
fullnews.php?news=2015,,ЧЕРКАСЬКА МІСЬКА РАДА ПРО НАС
,images/news/2016_1.jpg,""
fullnews.php?news=2016,,XII Студентська практична конференція “What I know about this thing is…”
,images/news/2013_1.jpg,""
fullnews.php?news=2013,,МЕМОРАНДУМ ПРО СПІВПРАЦЮ ПІДПИСАНО ПІД ЧАС РОБОЧОГО ВІЗИТУ МІСЬКОГО ГОЛОВИ ЧЕРКАС АНАТОЛІЯ БОНДАРЕНКА ДО БІЗНЕС-КОЛЕДЖУ
,images/news/2014_1.jpg,""
fullnews.php?news=2014,,ВІТАЄМО КОЛЕГ З ВРУЧЕННЯМ ПОЧЕСНИХ ВІДЗНАК!
,images/news/2010_1.jpg,""
fullnews.php?news=2010,,ЕКОЛОГІЧНА ІНІЦІАТИВА: ВОЛОНТЕРИ ЧДБК ВПРОВАДЖУЮТЬ ЕКО-АКЦІЮ З ПЕРЕРОБКИ ПЛАСТИКУ
,images/news/2011_1.jpg,""
fullnews.php?news=2011,,ВІДЗНАЧЕННЯ СТУДЕНТІВ-ПЕРШОКУРСНИКІВ ЗА АКТИВНУ ВОЛОНТЕРСЬКУ ДІЯЛЬНІСТЬ
,images/news/2012_1.jpg,""
fullnews.php?news=2012,,АМЕРИКАНСЬКЕ ВИДАННЯ ПРО НАС
,images/news/2008_1.jpg,""
fullnews.php?news=2008,,ВІДКРИТА ЛЕКЦІЯ «БІЗНЕС-АНАЛІТИКА ТА DATA-АНАЛІТИКА»
,images/news/2009_1.jpg,""
fullnews.php?news=2009,,ЕКСКУРСІЯ ДО ЧЕРКАСЬКОЇ МІСЬКОЇ РАДИ
,images/news/2007_1.jpg,""
fullnews.php?news=2007,,ЗАВЕРШЕННЯ 9 СЕЗОНУ IT KIДС
,images/news/2005_1.jpg,""
fullnews.php?news=2005,,"544 ТИС ГРН – МІСЯЧНИЙ СТИПЕНДІАЛЬНИЙ ФОНД 
ЧДБК У ТРАВНІ
"
,images/news/2006_1.jpg,""
fullnews.php?news=2006,,ЗУСТРІЧ З ПРЕДСТАВНИКАМИ УПРАВЛІННЯ ПОЛІЦІЇ ОХОРОНИ В ЧЕРКАСЬКІЙ ОБЛАСТІ
,images/news/2004_1.jpg,""
fullnews.php?news=2004,,ВІТАЄМО З ОБРАННЯМ ДО СКЛАДУ ПОЛІЦЕЙСЬКОЇ КОМІСІЇ!
,images/news/2003_1.jpg,""
fullnews.php?news=2003,,ЕКСКУРСІЯ ДО ІТ-КОМПАНІЇ 
,images/news/2000_1.jpg,""
fullnews.php?news=2000,,УЧАСНИКИ ІСТОРИЧНОГО КЛУБУ ПОБУВАЛИ НА ЕКСКУРСІЇ «СКІФСЬКЕ ЗОЛОТО ЧЕРКАЩИНИ»
,images/news/2001_1.jpg,""
fullnews.php?news=2001,,"ПЕРЕВЕДЕННЯ СТУДЕНТІВ НА МІСЦЯ, ЩО ФІНАНСУЮТЬСЯ ЗА РАХУНОК РЕГІОНАЛЬНОГО БЮДЖЕТУ"
,images/news/2002_1.jpg,""
fullnews.php?news=2002,,ВІТАЄМО ВОЛОНТЕРІВ ЧДБК З ЧЕРГОВОЮ ВІДЗНАКОЮ!
,images/news/1999_1.jpg,""
fullnews.php?news=1999,,ПРЕДСТАВЛЕННЯ ЧДБК НА МІЖНАРОДНОМУ УНІВЕРСИТЕТСЬКОМУ ТИЖНІ
,images/news/1986_1.jpg,""
fullnews.php?news=1986,,ВІКТОРИНА-МІКС «ПІЗНАЙ ЄВРОПУ»
,images/news/1987_1.jpg,""
fullnews.php?news=1987,,"ЕКСКУРСІЯ ДО АТ ""ПЕРШИЙ УКРАЇНСЬКИЙ МІЖНАРОДНИЙ БАНК"""
,images/news/1998_1.jpg,""
fullnews.php?news=1998,,ДЕНЬ ВІДКРИТИХ ДВЕРЕЙ У ЧДБК
,images/news/1985_1.jpg,""
fullnews.php?news=1985,,З ДНЕМ НАУКИ 
,images/news/1908_1.jpg,""
fullnews.php?news=1908,,ДЕНЬ ВІДКРИТИХ ДВЕРЕЙ 
,images/news/1983_1.jpg,""
fullnews.php?news=1983,,ЗАХОДИ ДО ДНЯ МАТЕРІ
,images/news/1984_1.jpg,""
fullnews.php?news=1984,,У ЧДБК ВІДБУЛИСЯ ПРОТИПОЖЕЖНІ ТРЕНУВАННЯ
,images/news/1981_1.jpg,""
fullnews.php?news=1981,,квест «Математичний травень» 
,images/news/1982_1.jpg,""
fullnews.php?news=1982,,БІЗНЕС-КОЛЕДЖ ВІДЗНАЧАЄ ВСЕСВІТНІЙ ДЕНЬ ВИШИВАНКИ
,images/news/1978_1.jpg,""
fullnews.php?news=1978,,МАЙСТЕР-КЛАС «ГНУЧКІ ТЕХНОЛОГІЇ УПРАВЛІННЯ ІТ-ПРОЄКТАМИ»
,images/news/1979_1.jpg,""
fullnews.php?news=1979,,ТРЕНІНГ З НАДАННЯ ПЕРШОЇ ДОМЕДИЧНОЇ ДОПОМОГИ
,images/news/1980_1.jpg,""
fullnews.php?news=1980,,БІЗНЕС-КОЛЕДЖ ПІДПИСАВ МЕМОРАНДУМ З НОВИМ СТЕЙКХОЛДЕРОМ АТ «ПУМБ»
,images/news/1977_1.jpg,""
fullnews.php?news=1977,,ЕКСПЕРТИ БІЗНЕС-КОЛЕДЖУ ВИЗНАЧАЛИ ПЕРЕМОЖЦІВ КОНКУРСУ З РОБОТОТЕХНІКИ
,images/news/1972_1.jpg,""
fullnews.php?news=1972,,«БЕЗМЕЖНО ДЯКУЮ ЗА ПРЕКРАСНІ РОКИ І ЗНАННЯ!» 
,images/news/1973_1.jpg,""
fullnews.php?news=1973,,"УСПІШНЕ ЗАВЕРШЕННЯ УНІКАЛЬНОГО АНГЛОМОВНОГО КУРСУ 
«ВСТУП ДО ГЛИБИННОГО НАВЧАННЯ»
"
,images/news/1974_1.jpg,""
fullnews.php?news=1974,,ПРОДОВЖУЄТЬСЯ ПІДТРИМКА ЗБРОЙНИХ СИЛ УКРАЇНИ! 
,images/news/1975_1.jpg,""
fullnews.php?news=1975,,ПРОФСПІЛКА ЧДБК ДОЛУЧИЛАСЯ ДО ВІДЗНАЧЕННЯ ЮВІЛЕЮ ВИДАТНОГО ДІЯЧА ЧЕРКАЩИНИ
,images/news/1971_1.jpg,""
fullnews.php?news=1971,,ПРОФСПІЛКА ЧДБК ДОЛУЧИЛАСЯ ДО БЛАГОДІЙНОГО КОНЦЕРТУ НА ДОПОМОГУ ЗСУ
,images/news/1969_1.jpg,""
fullnews.php?news=1969,,ПРЕЗЕНТАЦІЯ ФІНАЛЬНИХ ПРОЄКТІВ ЗІ СПЕЦІАЛІЗОВАНОГО КУРСУ «ВСТУП ДО ГЛИБИННОГО НАВЧАННЯ»
,images/news/1970_1.jpg,""
fullnews.php?news=1970,,З ФОНДУ ДОПОМОГИ ВОЇНАМ ЗСУ ВИДІЛИЛИ КОШТИ НА ПРИДБАННЯ СПЕЦІАЛЬНОГО ПЛАНШЕТУ ДЛЯ ВІЙСЬКОВИХ
,images/news/1976_1.jpg,""
fullnews.php?news=1976,,ЧЕРКАСЬКА ПРЕСА ПРО НАС
,images/news/1965_1.jpg,""
fullnews.php?news=1965,,ЗУСТРІЧ УЧАСНИКІВ ІСТОРИЧНОГО КЛУБУ З ВІДОМИМ КРАЄЗНАВЦЕМ
,images/news/1966_1.jpg,""
fullnews.php?news=1966,,СТУДЕНТСЬКИЙ ЧЕМПІОНАТ ЗІ СТРАТЕГІЧНОЇ БІЗНЕС-ГРИ «МОНОПОЛІЯ»
,images/news/1967_1.jpg,""
fullnews.php?news=1967,,ЕКСКУРСІЯ СТУДЕНТІВ-ЕКОНОМІСТІВ НА ПРАТ «ЮРІЯ»
,images/news/1968_1.jpg,""
fullnews.php?news=1968,,ОНЛАЙН ОЛІМПІАДА З ЕКОНОМІКИ
,images/news/1961_1.jpg,""
fullnews.php?news=1961,,ВІТАЄМО З ПОЧЕСНИМИ ВІДЗНАКАМИ!
,images/news/1962_1.jpg,""
fullnews.php?news=1962,,ВІТАЄМО З ПРИСУДЖЕННЯМ НАУКОВОГО СТУПЕНЯ ДОКТОРА ЕКОНОМІЧНИХ НАУК!
,images/news/1963_1.jpg,""
fullnews.php?news=1963,,СПОРТИВНИЙ ТИМБІЛДИНГ
,images/news/1964_1.jpg,""
fullnews.php?news=1964,,ЕКСПЕРТНА ОЦІНКА ТОРГОВИХ МАРОК ШОКОЛАДУ
,images/news/1960_1.jpg,""
fullnews.php?news=1960,,ЧЕРКАСЬКА ПРЕСА ПРО НАС
,images/news/1959_1.jpg,""
fullnews.php?news=1959,,ЕКСКУРСІЯ МАРКЕТОЛОГІВ НА ТОВ «МАНЕЖ»
,images/news/1958_1.jpg,""
fullnews.php?news=1958,,УНІВЕРСИТЕТ КЛАРКА (США) ПРО НАС
,images/news/1955_1.jpg,""
fullnews.php?news=1955,,ВІДКРИТА ЛЕКЦІЯ ПРО МОЖЛИВОСТІ ШТУЧНОГО ІНТЕЛЕКТУ «ТРАНСФОРМЕРИ»
,images/news/1956_1.jpg,""
fullnews.php?news=1956,,У БІЗНЕС-КОЛЕДЖІ РОЗПОЧАТО КАПІТАЛЬНИЙ РЕМОНТ
,images/news/1957_1.jpg,""
fullnews.php?news=1957,,ДЕНЬ ВІДКРИТИХ ДВЕРЕЙ
,images/news/1954_1.jpg,""
fullnews.php?news=1954,,КРУГЛИЙ СТІЛ «ІНСТРУМЕНТИ ШТУЧНОГО ІНТЕЛЕКТУ В МАРКЕТИНГУ»
,images/news/1951_1.jpg,""
fullnews.php?news=1951,,ОСВІТНЬО-СПОРТИВНЕ ЗМАГАННЯ ВІД НБУ –  #ШАХРАЙГУДБАЙ 
,images/news/1952_1.jpg,""
fullnews.php?news=1952,,ВРУЧЕННЯ ПОДЯК ЗА УЧАСТЬ У СОЦІАЛЬНІЙ ІНІЦІАТИВІ
,images/news/1953_1.jpg,""
fullnews.php?news=1953,,"543 ТИС ГРН – МІСЯЧНИЙ СТИПЕНДІАЛЬНИЙ ФОНД 
ЧДБК У КВІТНІ
"
,images/news/1949_1.jpg,""
fullnews.php?news=1949,,ВІТАЄМО З УСПІШНОЮ УЧАСТЮ В ОЛІМПІАДІ З ІНФОРМАТИКИ!
,images/news/1950_1.jpg,""
fullnews.php?news=1950,,ЕКСКУРСІЯ НА ТОВ «СВІТ ЛАСОЩІВ»
,images/news/1948_1.jpg,""
fullnews.php?news=1948,,СТУДЕНТИ ТА ВИКЛАДАЧІ ВІДВІДАЛИ ЧЕРКАСЬКИЙ ДРАМАТИЧНИЙ ТЕАТР
,images/news/1944_1.jpg,""
fullnews.php?news=1944,,СТУДЕНТИ БІЗНЕС-КОЛЕДЖУ ПРИЄДНАЛИСЯ ДО СВІТОВОЇ ІНІЦІАТИВИ З ОЗЕЛЕНЕННЯ ПЛАНЕТИ
,images/news/1945_1.jpg,""
fullnews.php?news=1945,,ТОВАРИСЬКИЙ МАТЧ З ВОЛЕЙБОЛУ: ВИКЛАДАЧІ ПРОТИ СТУДЕНТІВ
,images/news/1946_1.jpg,""
fullnews.php?news=1946,,ВИВЧАЄМО УКРАЇНСЬКІ ТРАДИЦІЇ І КУЛЬТУРУ: УЧАСНИКИ ІСТОРИЧНОГО КЛУБУ ВІДВІДАЛИ МУЗЕЙ РУШНИКА
,images/news/1947_1.jpg,""
fullnews.php?news=1947,,УЧАСТЬ У МІЖНАРОДНІЙ НАУКОВО-ПРАКТИЧНІЙ КОНФЕРЕНЦІЇ НА БАЗІ УНІВЕРСИТЕТУ ІСМА
,images/news/1940_1.jpg,""
fullnews.php?news=1940,,ХV НАУКОВО-ПРАКТИЧНА КОНФЕРЕНЦІЯ «ТЕНДЕНЦІЇ ТА ПЕРСПЕКТИВИ РОЗВИТКУ ЕКОНОМІКИ УКРАЇНИ В УМОВАХ СУЧАСНИХ ВИКЛИКІВ»
,images/news/1941_1.jpg,""
fullnews.php?news=1941,,ВІТАЄМО ПЕРЕМОЖЦІВ ТУРНІРУ З ВОЛЕЙБОЛУ!
,images/news/1942_1.jpg,""
fullnews.php?news=1942,,РАЗОМ ДО ПЕРЕМОГИ! З ФОНДУ ПІДТРИМКИ ВОЇНІВ ЗСУ ВИДІЛЯТЬ КОШТИ ДЛЯ ПРИДБАННЯ АВТО НА ФРОНТ
,images/news/1943_1.jpg,""
fullnews.php?news=1943,,ДИЗАЙНЕРИ ЧДБК ДОЛУЧИЛИСЯ ДО МІСЬКОГО ВЕЛИКОДНЬОГО ФЕСТИВАЛЮ 
,images/news/1937_1.jpg,""
fullnews.php?news=1937,,ВІДКРИТА ЛЕКЦІЯ «ОБРОБКА БІОСИГНАЛІВ НА ОСНОВІ ГЛИБИННОГО НАВЧАННЯ»
,images/news/1938_1.jpg,""
fullnews.php?news=1938,,ВІТАЄМО З УСПІШНИМ ПРОХОДЖЕННЯМ ЧЕРГОВОЇ АТЕСТАЦІЇ!
,images/news/1936_1.jpg,""
fullnews.php?news=1936,,КОНКУРС СОЦІАЛЬНОЇ ТА КОМЕРЦІЙНОЇ ВІДЕОРЕКЛАМИ
,images/news/1934_1.jpg,""
fullnews.php?news=1934,,ВІДКРИТА ЛЕКЦІЯ ЩОДО ПОПЕРЕДЖЕННЯ РИЗИКІВ ВІД ВИБУХОНЕБЕЗПЕЧНИХ ПРЕДМЕТІВ
,images/news/1935_1.jpg,""
